"ID","projectId","gatewayId","communicateId","type","device_time","receive_time","device_date","data_address","data"
"8598",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:00:00","2023-05-01 00:02:20","20230501",DE_SS,"0.0"
"8591",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:00:00","2023-05-01 00:02:20","20230501",DE_ET,"13.6"
"8593",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:00:00","2023-05-01 00:02:20","20230501",DE_WD,"0.0"
"8595",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:00:00","2023-05-01 00:02:20","20230501",DE_RA,"0.0"
"8597",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:00:00","2023-05-01 00:02:20","20230501",DE_HS,"0.0"
"8592",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:00:00","2023-05-01 00:02:20","20230501",DE_WS,"0.0"
"8594",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:00:00","2023-05-01 00:02:20","20230501",DE_BT,"4.9"
"8596",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:00:00","2023-05-01 00:02:20","20230501",DE_RD,"0.0"
"17715",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:15:00","2023-05-01 00:17:20","20230501",DE_HS,"0.0"
"17710",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:15:00","2023-05-01 00:17:20","20230501",DE_WS,"0.0"
"17712",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:15:00","2023-05-01 00:17:20","20230501",DE_BT,"4.65"
"17714",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:15:00","2023-05-01 00:17:20","20230501",DE_RD,"0.0"
"17716",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:15:00","2023-05-01 00:17:20","20230501",DE_SS,"0.0"
"17709",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:15:00","2023-05-01 00:17:20","20230501",DE_ET,"13.44"
"17711",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-05-01 00:15:00","2023-05-01 00:17:20","20230501",DE_WD,"0.0"
