"ID","projectId","gatewayId","communicateId","type","device_time","receive_time","device_date","data_address","data"
"6086",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:00:00","2023-04-01 00:02:16","20230401",DE_HS,"0.0"
"6081",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:00:00","2023-04-01 00:02:16","20230401",DE_WS,"0.0"
"6083",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:00:00","2023-04-01 00:02:16","20230401",DE_BT,"8.96"
"6085",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:00:00","2023-04-01 00:02:16","20230401",DE_RD,"0.0"
"6087",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:00:00","2023-04-01 00:02:16","20230401",DE_SS,"0.0"
"6080",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:00:00","2023-04-01 00:02:16","20230401",DE_ET,"12.88"
"6082",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:00:00","2023-04-01 00:02:16","20230401",DE_WD,"0.0"
"6084",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:00:00","2023-04-01 00:02:16","20230401",DE_RA,"0.0"
"13098",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:15:00","2023-04-01 00:17:16","20230401",DE_SS,"0.0"
"13091",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:15:00","2023-04-01 00:17:16","20230401",DE_ET,"12.28"
"13093",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:15:00","2023-04-01 00:17:16","20230401",DE_WD,"0.0"
"13095",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:15:00","2023-04-01 00:17:16","20230401",DE_RA,"0.0"
"13097",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:15:00","2023-04-01 00:17:16","20230401",DE_HS,"0.0"
"13092",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:15:00","2023-04-01 00:17:16","20230401",DE_WS,"0.0"
"13094",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:15:00","2023-04-01 00:17:16","20230401",DE_BT,"7.58"
"13096",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:15:00","2023-04-01 00:17:16","20230401",DE_RD,"0.0"
"19800",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:30:00","2023-04-01 00:32:16","20230401",DE_HS,"0.0"
"19795",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:30:00","2023-04-01 00:32:16","20230401",DE_WS,"0.0"
"19797",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:30:00","2023-04-01 00:32:16","20230401",DE_BT,"6.08"
"19799",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:30:00","2023-04-01 00:32:16","20230401",DE_RD,"0.0"
"19801",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:30:00","2023-04-01 00:32:16","20230401",DE_SS,"0.0"
"19794",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:30:00","2023-04-01 00:32:16","20230401",DE_ET,"11.61"
"19796",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:30:00","2023-04-01 00:32:16","20230401",DE_WD,"0.0"
"19798",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:30:00","2023-04-01 00:32:16","20230401",DE_RA,"0.0"
"26608",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:45:00","2023-04-01 00:47:16","20230401",DE_SS,"0.0"
"26601",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:45:00","2023-04-01 00:47:16","20230401",DE_ET,"11.35"
"26603",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:45:00","2023-04-01 00:47:16","20230401",DE_WD,"0.0"
"26605",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:45:00","2023-04-01 00:47:16","20230401",DE_RA,"0.0"
"26607",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:45:00","2023-04-01 00:47:16","20230401",DE_HS,"0.0"
"26602",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:45:00","2023-04-01 00:47:16","20230401",DE_WS,"0.0"
"26604",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:45:00","2023-04-01 00:47:16","20230401",DE_BT,"5.33"
"26606",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 00:45:00","2023-04-01 00:47:16","20230401",DE_RD,"0.0"
"33814",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:00:00","2023-04-01 01:02:16","20230401",DE_HS,"0.0"
"33809",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:00:00","2023-04-01 01:02:16","20230401",DE_WS,"0.0"
"33811",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:00:00","2023-04-01 01:02:16","20230401",DE_BT,"5.08"
"33813",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:00:00","2023-04-01 01:02:16","20230401",DE_RD,"0.0"
"33815",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:00:00","2023-04-01 01:02:16","20230401",DE_SS,"0.0"
"33808",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:00:00","2023-04-01 01:02:16","20230401",DE_ET,"11.53"
"33810",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:00:00","2023-04-01 01:02:16","20230401",DE_WD,"0.0"
"33812",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:00:00","2023-04-01 01:02:16","20230401",DE_RA,"0.0"
"40343",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:15:00","2023-04-01 01:17:19","20230401",DE_SS,"0.0"
"40336",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:15:00","2023-04-01 01:17:19","20230401",DE_ET,"11.41"
"40338",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:15:00","2023-04-01 01:17:19","20230401",DE_WD,"0.0"
"40340",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:15:00","2023-04-01 01:17:19","20230401",DE_RA,"0.0"
"40342",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:15:00","2023-04-01 01:17:19","20230401",DE_HS,"0.0"
"40337",SW.SH.021.002,SW.SH.021.002,"10434","3007","2023-04-01 01:15:00","2023-04-01 01:17:19","20230401",DE_WS,"0.0"
