feature,importance
weather_hot_52,0.0005672320985468104
month_52,0.0004399147437652573
time_53,0.0005642948381137103
value_53,0.0002787502744467929
is_weekday_53,0.000357403936504852
weather_cold_53,0.0015961052849888802
weather_warm_53,0.00037151302967686206
weather_hot_53,0.0005621970121865161
month_53,0.0004605478679877706
time_54,0.0008835122571326792
value_54,0.000289369112579152
is_weekday_54,0.000520064146257937
weather_cold_54,0.0008100611448753625
weather_warm_54,0.0005178114151931368
weather_hot_54,0.0005482030392158777
month_54,0.0004784342381753959
time_55,0.0009304103150498122
value_55,0.00028856430435553193
is_weekday_55,0.00047444383380934596
weather_cold_55,0.0012576054723467678
weather_warm_55,0.00036542260204441845
weather_hot_55,0.001132897668867372
month_55,0.00040135062590707093
time_56,0.0008518944814568385
value_56,0.00028248244780115783
is_weekday_56,0.0008871873578755185
weather_cold_56,0.001325708653894253
weather_warm_56,0.0002602183049020823
weather_hot_56,0.0005097649482195266
month_56,0.00043900735181523487
time_57,0.0008181923622032627
value_57,0.0002944735751952976
is_weekday_57,0.0006090405004215427
weather_cold_57,0.0026189308700850233
weather_warm_57,0.00046804529483779334
weather_hot_57,0.0013729680649703369
month_57,0.00048086235619848594
time_58,0.0011400134826544672
value_58,0.00031532855791738257
is_weekday_58,0.0005937594760325737
weather_cold_58,0.002162407065043226
weather_warm_58,0.0006455508555518463
weather_hot_58,0.0006408159388229251
month_58,0.00030448506004177034
time_59,0.0009778845123946667
value_59,0.00029396441095741466
is_weekday_59,0.0005656702123815194
weather_cold_59,0.0034900183673016727
weather_warm_59,0.0011593076487770304
weather_hot_59,0.0031441798273590393
month_59,0.0005119855850352906
time_60,0.0007897195755504072
value_60,0.0002888279632315971
is_weekday_60,0.0009830402414081618
weather_cold_60,0.0006816335990151856
weather_warm_60,0.00045880029210820794
weather_hot_60,0.0027382747211959213
month_60,0.0004765186895383522
time_61,0.0011578200501389802
value_61,0.0002993131274706684
is_weekday_61,0.0004409719258546829
weather_cold_61,0.001438995634089224
weather_warm_61,0.0005688260425813496
weather_hot_61,0.0026565151420072652
month_61,0.0004302437519072555
time_62,0.0018752720789052546
value_62,0.0003072236286243424
is_weekday_62,0.0008562485163565725
weather_cold_62,0.0021440810232888907
weather_warm_62,0.0005463901979965158
weather_hot_62,0.0005151501754880883
month_62,0.0006718575386912562
time_63,0.0027725149411708117
value_63,0.000305828099953942
is_weekday_63,0.0003526846630848013
weather_cold_63,0.0027781696699094027
weather_warm_63,0.00048094202065840364
weather_hot_63,0.006187579070683569
month_63,0.0005013472909922712
time_64,0.0030562629690393806
value_64,0.00030565837369067594
is_weekday_64,0.0005479663886944763
weather_cold_64,0.0012094077974325046
weather_warm_64,0.00044156469812151045
weather_hot_64,0.0014446780551224947
month_64,0.0005151776058482938
time_65,0.0024293294409289956
value_65,0.00030125559715088457
is_weekday_65,0.0008294915751321241
weather_cold_65,0.0008153740782290697
weather_warm_65,0.00030484041053568944
weather_hot_65,0.0027547861100174487
month_65,0.0008173540263669565
time_66,0.0027253339649178088
value_66,0.0002902966662077233
is_weekday_66,0.0009257263591280207
weather_cold_66,0.0012683718232437968
weather_warm_66,0.00034571168362163007
weather_hot_66,0.010397868587460835
month_66,0.0006289269585977308
time_67,0.0022923084907233715
value_67,0.0003190729403286241
is_weekday_67,0.0029814401059411466
weather_cold_67,0.0004336567362770438
weather_warm_67,0.000343543229973875
weather_hot_67,0.003944269803469069
month_67,0.0005832455426570959
time_68,0.003941551200114191
value_68,0.00031282089912565425
is_weekday_68,0.004810642392840236
weather_cold_68,0.00039840334648033604
weather_warm_68,0.000309105176711455
weather_hot_68,0.012274407104996499
month_68,0.0005700519614038058
time_69,0.0026689631631597877
value_69,0.0002964817758766003
is_weekday_69,0.00443638174328953
weather_cold_69,0.0006050221418263391
weather_warm_69,0.0005328860934241675
weather_hot_69,0.00039929512786329724
month_69,0.0006172541543492116
time_70,0.002278672211105004
value_70,0.0002851613244274631
is_weekday_70,0.002389752888120711
weather_cold_70,0.0009992587511078455
weather_warm_70,0.0003448613606451545
weather_hot_70,0.010840959104825743
month_70,0.00043195193575229496
time_71,0.0015345420397352427
value_71,0.00029590145277325064
is_weekday_71,0.0019164237892255187
weather_cold_71,0.0005162024099263363
weather_warm_71,0.0004078396741533652
weather_hot_71,0.0005939991460763849
month_71,0.0003719333908520639
time_72,0.0020095137879252434
value_72,0.0002937653916887939
is_weekday_72,0.001766086817951873
weather_cold_72,0.00123249513853807
weather_warm_72,0.00035730274248635396
weather_hot_72,0.005688598677807022
month_72,0.00037990154669387266
time_73,0.0012014851017738692
value_73,0.00030097764829406515
is_weekday_73,0.002583882291219197
weather_cold_73,0.0015333711926359683
weather_warm_73,0.0003457646453171037
weather_hot_73,0.011591053917072713
month_73,0.000441430791397579
time_74,0.0011946165177505463
value_74,0.0003015484180650674
is_weekday_74,0.0012915557890664786
weather_cold_74,0.0011124020093120635
weather_warm_74,0.0004230455233482644
weather_hot_74,0.010767055675387383
month_74,0.0004283685266273096
time_75,0.0006840039641247131
value_75,0.0003124953800579533
is_weekday_75,0.001218101599079091
weather_cold_75,0.0010165210551349446
weather_warm_75,0.00041167942617903464
weather_hot_75,0.009880949291982688
month_75,0.00026895112205238547
time_76,0.0008313311554957181
value_76,0.0003459240761003457
is_weekday_76,0.0029164837615098804
weather_cold_76,0.0006458934512920678
weather_warm_76,0.00034309833790757693
weather_hot_76,0.0017912667681230232
month_76,0.00037108349351910874
time_77,0.0011249902454437688
value_77,0.00031799772841623053
is_weekday_77,0.0012785929284291342
weather_cold_77,0.0013452471030177549
weather_warm_77,0.0003417281332076527
weather_hot_77,0.019676620489917696
month_77,0.0002643723455548752
time_78,0.0003923210606444627
value_78,0.0010629089083522558
is_weekday_78,0.000827941155876033
weather_cold_78,0.0006908359864610247
weather_warm_78,0.0003514988493407145
weather_hot_78,0.009016088908538222
month_78,0.0003727199546119664
time_79,0.0009208437986671925
value_79,0.0003532495684339665
is_weekday_79,0.0009792012424441054
weather_cold_79,0.001028631959343329
weather_warm_79,0.0004317438288126141
weather_hot_79,0.012494547292590141
month_79,0.00026823970256373286
time_80,0.00038149037573020905
value_80,0.000382169040676672
is_weekday_80,0.000902684943866916
weather_cold_80,0.0009616086899768561
weather_warm_80,0.0002747502912825439
weather_hot_80,0.001709162228507921
month_80,0.00029874484971514903
time_81,0.000721237862308044
value_81,0.00035090005258098245
is_weekday_81,0.0010006214724853635
weather_cold_81,0.0008302061178255826
weather_warm_81,0.000858439969306346
weather_hot_81,0.00078955503704492
month_81,0.00030088911444181576
time_82,0.00037689690361730754
value_82,0.00046352703793672845
is_weekday_82,0.0002763533811958041
weather_cold_82,0.001477185549447313
weather_warm_82,0.00038136283546919003
weather_hot_82,0.0013818514707963914
month_82,0.000383299557142891
time_83,0.00044828882528236136
value_83,0.0003673076644190587
is_weekday_83,0.0013682704884558916
weather_cold_83,0.001436655584257096
weather_warm_83,0.0003360226037329994
weather_hot_83,0.0033879489346873015
month_83,0.0004208829195704311
time_84,0.0007944336830405518
value_84,0.0007701518770772964
is_weekday_84,0.0009927234495989978
weather_cold_84,0.0015504569746553898
weather_warm_84,0.0003926629142370075
weather_hot_84,0.0019233361817896366
month_84,0.00037751758281956427
time_85,0.000689199187036138
value_85,0.0007923015946289524
is_weekday_85,0.0006702554819639772
weather_cold_85,0.001022525248117745
weather_warm_85,0.0002957632350444328
weather_hot_85,0.017320603859843686
month_85,0.0003322363772895187
time_86,0.000639829297142569
value_86,0.002620090905111283
is_weekday_86,0.00034382765443297103
weather_cold_86,0.001328042650129646
weather_warm_86,0.00029180753335822374
weather_hot_86,0.0019009433744940907
month_86,0.0003542227714206092
time_87,0.0009988194215111434
value_87,0.0064164442010223866
is_weekday_87,0.0003881187330989633
weather_cold_87,0.0018380903347861022
weather_warm_87,0.00047576293582096696
weather_hot_87,0.002155093287001364
month_87,0.00032399561314377934
time_88,0.0006951536634005606
value_88,0.0036247092648409307
is_weekday_88,0.0003193068514519837
weather_cold_88,0.000853624616866
weather_warm_88,0.0003993294667452574
weather_hot_88,0.021387620363384485
month_88,0.000338779398589395
time_89,0.0007867589665693231
value_89,0.00692089251242578
is_weekday_89,0.00034023417538264766
weather_cold_89,0.0009836617682594806
weather_warm_89,0.000738064685720019
weather_hot_89,0.008972223702585325
month_89,0.00030826226429780945
time_90,0.0005419870285550132
value_90,0.011591244721785188
is_weekday_90,0.00042419681267347187
weather_cold_90,0.000904372485820204
weather_warm_90,0.0004945889886585064
weather_hot_90,0.014363875379785895
month_90,0.00038989427775959484
time_91,0.0007807961665093899
value_91,0.0266796937212348
is_weekday_91,0.000916375603992492
weather_cold_91,0.0014796614850638434
weather_warm_91,0.0008158661439665593
weather_hot_91,0.01166082062991336
month_91,0.0003192271979060024
time_92,0.0007356226706178859
value_92,0.014516159426420927
is_weekday_92,0.0009084568882826716
weather_cold_92,0.002764086500974372
weather_warm_92,0.00114632370241452
weather_hot_92,0.013755524647422135
month_92,0.00028654385459958576
time_93,0.0012903346796520054
value_93,0.04942056071013212
is_weekday_93,0.0006840072601335123
weather_cold_93,0.0016316221735905856
weather_warm_93,0.0016778814315330237
weather_hot_93,0.006000907684210688
month_93,0.00034550756026874296
time_94,0.001181016064947471
value_94,0.07891836203634739
is_weekday_94,0.0005480491199705284
weather_cold_94,0.0028484382637543604
weather_warm_94,0.0013864156499039382
weather_hot_94,0.005593072914052755
month_94,0.00029844854725524783
time_95,0.0016664771537762135
value_95,0.1035415567457676
is_weekday_95,0.000863770255818963
weather_cold_95,0.002500485919881612
weather_warm_95,0.0015260139480233192
weather_hot_95,0.003978943917900324
month_95,0.00029477786301868036
